parcel_id,scenario,cliff_scenario,retreat_year,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,retreat_trigger,timing_category,cliff_exposure_status,initial_cliff_dist_m,parameter_set,rental_yield,discount_rate,damage_threshold,ADDRESS,PRICE,strval,landval,elevation,LATITUDE,LONGITUDE,rent,npv_rent_to_tstar,buyout_price_uncapped,buyout_price,buyout_capped,buyout_market_100pct,buyout_savings_pct,buyout_savings_dollars,gov_rent_collected,gov_land_recovered,gov_net_cost,gov_outcome
61,Intermediate_High,NA,22.249,TRUE,1000,22.249,22,0.7507080408271664,21,22,23,23,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,10 Perch St,201455,138198.13,63256.87,1.23,40.737652,-124.2172012,10072.75,183056.83710536794,246313.70710536794,201455,TRUE,201455,0,0,183056.83710536794,63256.87,-44858.70710536795,profit
62,Intermediate_High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,25 Halibut Ave,292645,200754.47,91890.53,1.3,40.7367277,-124.2193352,14632.25,14632.25,106522.78,106522.78,FALSE,292645,63.6,186122.22,14632.25,91890.53,0,break_even
1,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1179 King Salmon Ave,552000,378672,173328,1.59,40.7406328,-124.2156908,27600,27599.999999999996,200928,200928,FALSE,552000,63.6,351072,27599.999999999996,173328,0,break_even
2,High,NA,13.104,TRUE,1000,13.104,13,0.7082977380210145,12,13,14,14,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,1201 King Salmon Ave,362304,248540.544,113763.456,1.46,40.7407655,-124.2157915,18115.2,211158.95382719705,324922.4098271971,324922.4098271971,FALSE,362304,10.317741502385546,37381.59017280291,211158.95382719705,113763.456,2.9103830456733704e-11,near_break_even
3,High,NA,30.959,TRUE,1000,30.959,31,0.7495871402851578,30,31,31,32,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,1213 King Salmon Ave,362000,248332,113668,1.63,40.7409544,-124.2156305,18100,423070.0320462141,536738.0320462141,362000,TRUE,362000,0,0,423070.0320462141,113668,-174738.0320462141,profit
4,High,NA,33.364,TRUE,1000,33.364,34,0.7576794032294121,32,33,34,34,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,1215 King Salmon Ave,345190,236800.34,108389.66,1.65,40.7410356,-124.2155921,17259.5,425600.13970710983,533989.7997071098,345190,TRUE,345190,0,0,425600.13970710983,108389.66,-188799.79970710984,profit
5,High,NA,3.387,TRUE,1000,3.387,3,0.6524236787982611,2,3,4,4,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1229 King Salmon Ave,293893,201610.598,92282.402,1.68,40.7411812,-124.2155331,14694.650000000001,48616.584370700395,140898.9863707004,140898.9863707004,FALSE,293893,52.05772632532914,152994.0136292996,48616.584370700395,92282.402,1.4551915228366852e-11,near_break_even
6,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1237 King Salmon Ave,208480,143017.28,65462.72,1.53,40.7413053,-124.2155155,10424,10424,75886.72,75886.72,FALSE,208480,63.6,132593.28,10424,65462.72,0,break_even
7,High,NA,2.602,TRUE,1000,2.602,3,0.6260894408852364,1,2,3,3,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1245 King Salmon Ave,315000,216090,98910,1.68,40.7413476,-124.2154337,15750,40340.3868843817,139250.3868843817,139250.3868843817,FALSE,315000,55.79352797321215,175749.6131156183,40340.3868843817,98910,0,break_even
8,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1337 Buhne Dr,275000,188650,86350,1.22,40.7410645,-124.2162205,13750,13750,100100,100100,FALSE,275000,63.6,174900,13750,86350,0,break_even
9,High,NA,21.137,TRUE,1000,21.137,21,0.7448394362450109,20,21,22,22,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,64 Herring St,397000,272342,124658,1.3,40.740805,-124.2164141,19850,346235.547285639,470893.547285639,397000,TRUE,397000,0,0,346235.547285639,124658,-73893.54728563898,profit
10,High,NA,20.241,TRUE,1000,20.241,20,0.7024332085062696,19,20,21,21,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,61 Herring St,264655,181553.33000000002,83101.67,1.3,40.7405124,-124.216443,13232.75,222864.24232002752,305965.91232002754,264655,TRUE,264655,0,0,222864.24232002752,83101.67,-41310.91232002752,profit
11,High,NA,4.041,TRUE,1000,4.041,4,0.7083931258989042,3,4,4,5,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,85 Herring St,297000,203742,93258,1.3,40.7407541,-124.2169505,14850,58243.5070427814,151501.5070427814,151501.5070427814,FALSE,297000,48.98939156808707,145498.4929572186,58243.5070427814,93258,0,break_even
12,High,NA,17.061,TRUE,1000,17.061,17,0.7319937259395157,16,17,18,18,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,1417 Buhne Dr,362500,248675,113825,1.29,40.7408173,-124.2171311,18125,265017.9397009273,378842.9397009273,362500,TRUE,362500,0,0,265017.9397009273,113825,-16342.939700927294,profit
13,High,NA,15.066,TRUE,1000,15.066,15,0.7029495985759847,14,15,16,16,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,1445 Buhne Dr,281034,192789.324,88244.676,1.3,40.7407323,-124.2172635,14051.7,184860.54751899422,273105.22351899423,273105.22351899423,FALSE,281034,2.821287275207185,7928.776481005771,184860.54751899422,88244.676,0,break_even
14,High,NA,26.215,TRUE,1000,26.215,26,0.7122375181653113,25,26,27,27,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,1473 Buhne Dr,275135,188742.61,86392.39,1.3,40.7405944,-124.2174532,13756.75,284117.2842544181,370509.6742544181,275135,TRUE,275135,0,0,284117.2842544181,86392.39,-95374.6742544181,profit
15,High,NA,35.831,TRUE,1000,35.831,36,0.7231610899114816,35,35,36,37,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,1493 Buhne Dr,399000,273714,125286,1.3,40.7404946,-124.2175968,19950,517000.42851225316,642286.4285122531,399000,TRUE,399000,0,0,517000.42851225316,125286,-243286.42851225316,profit
16,High,NA,2.283,TRUE,1000,2.283,2,0.6255416071711796,1,2,3,3,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,184 Sole St,267907,183784.202,84122.798,1.3,40.740378,-124.2173647,13395.35,30197.629722254154,114320.42772225416,114320.42772225416,FALSE,267907,57.328316273089484,153586.57227774584,30197.629722254154,84122.798,1.4551915228366852e-11,near_break_even
17,High,NA,1.014,TRUE,1000,1.014,1,0.11754921445002436,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,162 Sole St,273097,187344.54200000002,85752.458,1.3,40.7403202,-124.2172265,13654.85,13844.105098285294,99596.56309828529,99596.56309828529,FALSE,273097,63.53070041110473,173500.4369017147,13844.105098285294,85752.458,0,break_even
18,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,150 Sole St,276892,189947.912,86944.088,1.3,40.7402612,-124.2171174,13844.6,13844.600000000002,100788.68800000001,100788.68800000001,FALSE,276892,63.59999999999999,176103.31199999998,13844.600000000002,86944.088,0,break_even
19,High,NA,15.946,TRUE,1000,15.946,16,0.6568984057793987,15,16,16,17,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,142 Sole St,313833,215289.438,98543.562,1.3,40.7402057,-124.2169684,15691.650000000001,216694.08254650823,315237.6445465082,313833,TRUE,313833,0,0,216694.08254650823,98543.562,-1404.644546508236,profit
20,High,NA,2.744,TRUE,1000,2.744,3,0.6073160897200344,2,2,3,4,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,118 Sole St,300000,205800,94200,1.27,40.7401167,-124.2167667,15000,40459.67120430265,134659.67120430263,134659.67120430263,FALSE,300000,55.11344293189913,165340.32879569737,40459.67120430265,94200,-1.4551915228366852e-11,profit
21,High,NA,12.466,TRUE,1000,12.466,13,0.6412918643295386,11,12,13,13,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,106 Sole St,360000,246960,113040,1.28,40.7400397,-124.2166028,18000,200812.12271814537,313852.1227181454,313852.1227181454,FALSE,360000,12.818854800515178,46147.87728185463,200812.12271814537,113040,0,break_even
22,High,NA,14.162,TRUE,1000,14.162,14,0.6634728300361638,13,14,15,15,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,98 Sole St,283217,194286.862,88930.138,1.15,40.7400329,-124.2164031,14160.85,176616.5352799751,265546.6732799751,265546.6732799751,FALSE,283217,6.239147621797036,17670.326720024925,176616.5352799751,88930.138,-2.9103830456733704e-11,profit
23,High,NA,11.549,TRUE,1000,11.549,12,0.6032934302335498,10.950000000000003,11,12,12,1.0499999999999972,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,62 Sole St,337695,231658.77000000002,106036.23,1.3,40.7399458,-124.2163248,16884.75,176042.03214203575,282078.26214203576,282078.26214203576,FALSE,337695,16.46951771804861,55616.73785796424,176042.03214203575,106036.23,1.4551915228366852e-11,near_break_even
24,High,NA,22.34,TRUE,1000,22.34,22,0.7119739510030594,21,22,23,23,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,54 Sole St,449201,308151.886,141049.114,1.79,40.7399238,-124.2161763,22460.050000000003,409504.5039789536,550553.6179789535,449201,TRUE,449201,0,0,409504.5039789536,141049.114,-101352.61797895358,profit
25,High,NA,14.481,TRUE,1000,14.481,15,0.6419120275014724,13,14,15,15,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,44 Sole St,238574,163661.764,74912.236,1.2,40.7398551,-124.2160615,11928.7,151670.8574175967,226583.0934175967,226583.0934175967,FALSE,238574,5.026074334337894,11990.906582403288,151670.8574175967,74912.236,0,break_even
26,High,NA,24.659,TRUE,1000,24.659,25,0.7233548522283114,23,24,25,26,3,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,16 Sole St,450000,308700,141300,1.08,40.739712,-124.2157682,22500,443324.260175411,584624.260175411,450000,TRUE,450000,0,0,443324.260175411,141300,-134624.260175411,profit
27,High,NA,26.503,TRUE,1000,26.503,27,0.6621400376275621,25,26,27,27,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,8 Sole St,350000,240100,109900,1.09,40.739687000000004,-124.215556,17500,364446.5643737235,474346.5643737235,350000,TRUE,350000,0,0,364446.5643737235,109900,-124346.56437372352,profit
28,High,NA,58.435,TRUE,1000,58.435,59,0.7295939331623498,57,58,59,59,2,flood_storm_mc,late,not_applicable,NA,baseline,0.05,0.02,0.15,6 Sole St,371665,254962.19,116702.81,0.9,40.739554,-124.215382,18583.25,649797.5207603894,766500.3307603893,371665,TRUE,371665,0,0,649797.5207603894,116702.81,-394835.3307603894,profit
29,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,155 Sole St,261516,179399.976,82116.024,1.3,40.74009,-124.2174363,13075.800000000001,13075.800000000001,95191.82400000001,95191.82400000001,FALSE,261516,63.59999999999999,166324.17599999998,13075.800000000001,82116.024,0,break_even
30,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,143 Sole St,310296,212863.05599999998,97432.944,1.3,40.7400347,-124.2173321,15514.800000000001,15514.800000000001,112947.744,112947.744,FALSE,310296,63.59999999999999,197348.256,15514.800000000001,97432.944,0,break_even
31,High,NA,21.523,TRUE,1000,21.523,22,0.6227831555676975,20,21,22,22,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,109 Sole St,280000,192080,87920,1.3,40.7398044,-124.2168656,14000,247773.75758965692,335693.7575896569,280000,TRUE,280000,0,0,247773.75758965692,87920,-55693.75758965692,profit
32,High,NA,41.375,TRUE,1000,41.375,42,0.7765165664543018,40,41,42,42,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,7 Sole St,357172,245019.992,112152.008,1.31,40.7392837,-124.2156342,17858.600000000002,509381.10302211245,621533.1110221124,357172,TRUE,357172,0,0,509381.10302211245,112152.008,-264361.1110221124,profit
33,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,165 Sole St,280006,192084.11599999998,87921.884,1.3,40.7401379,-124.2175767,14000.300000000001,14000.300000000001,101922.18400000001,101922.18400000001,FALSE,280006,63.59999999999999,178083.816,14000.300000000001,87921.884,0,break_even
34,High,NA,27.978,TRUE,1000,27.978,28,0.6913710971641742,27,28,28,29,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,1515 Buhne Dr,297514,204094.604,93419.396,1.3,40.7402749,-124.2178933,14875.7,322715.41804073873,416134.81404073874,297514,TRUE,297514,0,0,322715.41804073873,93419.396,-118620.81404073873,profit
35,High,NA,34.376,TRUE,1000,34.376,34,0.7107243693086154,33,34,35,35,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,1591 Buhne Dr,363724,249514.664,114209.336,1.3,40.7399367,-124.2183341,18186.2,457956.157991512,572165.493991512,363724,TRUE,363724,0,0,457956.157991512,114209.336,-208441.493991512,profit
36,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,130 Cod St,320994,220201.88400000002,100792.116,1.3,40.7397376,-124.217678,16049.7,16049.7,116841.81599999999,116841.81599999999,FALSE,320994,63.6,204152.184,16049.7,100792.116,0,break_even
37,High,NA,2.977,TRUE,1000,2.977,3,0.617131956595874,2,3,3,4,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,126 Cod St,365000,250390,114610,1.3,40.7396932,-124.2176589,18250,53283.927046168516,167893.9270461685,167893.9270461685,FALSE,365000,54.00166382296754,197106.0729538315,53283.927046168516,114610,0,break_even
38,High,NA,27.392,TRUE,1000,27.392,28,0.7020176841282767,26,27,28,28,2,flood_storm_mc,mid_term,not_applicable,NA,baseline,0.05,0.02,0.15,16 Cod St,355668,243988.248,111679.75200000001,1.19,40.7390951,-124.2164154,17783.4,379712.5295870836,491392.2815870836,355668,TRUE,355668,0,0,379712.5295870836,111679.75200000001,-135724.28158708362,profit
39,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1671 Buhne Dr,309032,211995.952,97036.048,1.3,40.7395467,-124.2188765,15451.6,15451.6,112487.648,112487.648,FALSE,309032,63.6,196544.352,15451.6,97036.048,0,break_even
40,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1621 Buhne Dr,287000,196882,90118,1.3,40.7397369,-124.2186024,14350,14349.999999999998,104468,104468,FALSE,287000,63.6,182532,14349.999999999998,90118,0,break_even
41,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,135 Cod St,255575,175324.45,80250.55,1.3,40.7395126,-124.2181152,12778.75,12778.75,93029.3,93029.3,FALSE,255575,63.6,162545.7,12778.75,80250.55,0,break_even
42,High,NA,2.118,TRUE,1000,2.118,2,0.6453622955305744,1,2,3,3,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,99 Cod St,298661,204881.446,93779.554,1.3,40.7392384,-124.2175387,14933.050000000001,31281.79855355416,125061.35255355417,125061.35255355417,FALSE,298661,58.12598479428041,173599.64744644583,31281.79855355416,93779.554,0,break_even
43,High,NA,10.406,TRUE,1000,10.406,10,0.6352696809761722,9,10,11,11,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,15 Cod St,438750,300982.5,137767.5,1.3,40.7387943,-124.2165956,21937.5,208346.10125618344,346113.60125618347,346113.60125618347,FALSE,438750,21.113709115399782,92636.398743816535,208346.10125618344,137767.5,2.9103830456733704e-11,near_break_even
44,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,26 Crab St,341571,234317.706,107253.294,0.25,40.7385636,-124.2171148,17078.55,17078.55,124331.844,124331.844,FALSE,341571,63.6,217239.15600000002,17078.55,107253.294,0,break_even
45,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,52 Crab St,365282,250583.452,114698.548,-0.47,40.7386619,-124.2173508,18264.100000000002,18264.100000000002,132962.648,132962.648,FALSE,365282,63.6,232319.352,18264.100000000002,114698.548,-1.4551915228366852e-11,profit
46,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,120 Crab St,299452,205424.072,94027.928,0.01,40.7390501,-124.2182181,14972.6,14972.6,109000.528,109000.528,FALSE,299452,63.59999999999999,190451.472,14972.6,94027.928,0,break_even
47,High,NA,11.555,TRUE,1000,11.555,12,0.5944142733215012,11,11,12,12,1,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,138 Crab St,439856,301741.216,138114.784,1.16,40.7391341,-124.2183467,21992.800000000003,229405.07116328663,367519.8551632867,367519.8551632867,FALSE,439856,16.445415053270462,72336.14483671333,229405.07116328663,138114.784,2.9103830456733704e-11,near_break_even
48,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,163 Crab St,391076,268278.136,122797.864,1.3,40.7390154,-124.2189426,19553.8,19553.8,142351.664,142351.664,FALSE,391076,63.6,248724.336,19553.8,122797.864,-1.4551915228366852e-11,profit
49,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,135 Crab St,344738,236490.26799999998,108247.732,1.3,40.7388757,-124.2186589,17236.9,17236.9,125484.63200000001,125484.63200000001,FALSE,344738,63.59999999999999,219253.368,17236.9,108247.732,1.4551915228366852e-11,near_break_even
50,High,NA,7.454,TRUE,1000,7.454,8,0.6295079668123988,6,7,8,8,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,123 Crab St,326438,223936.468,102501.532,1.3,40.7387997,-124.2184263,16321.900000000001,114233.7549545135,216735.28695451352,216735.28695451352,FALSE,326438,33.60598736834758,109702.71304548648,114233.7549545135,102501.532,1.4551915228366852e-11,near_break_even
51,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,105 Crab St,243924,167331.864,76592.136,1.3,40.7387073,-124.2181151,12196.2,12196.2,88788.336,88788.336,FALSE,243924,63.6,155135.664,12196.2,76592.136,0,break_even
52,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,83 Crab St,277883,190627.738,87255.262,1.3,40.7386596,-124.2179455,13894.150000000001,13894.150000000003,101149.41200000001,101149.41200000001,FALSE,277883,63.59999999999999,176733.588,13894.150000000003,87255.262,0,break_even
53,High,NA,10.571,TRUE,1000,10.571,11,0.5703369918603249,10,10,11,11,1,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,85 (69) Crab St,371255,254680.93,116574.07,1.3,40.7385792,-124.2179989,18562.75,178808.36840659226,295382.43840659223,295382.43840659223,FALSE,371255,20.436778385047415,75872.56159340777,178808.36840659226,116574.07,-2.9103830456733704e-11,profit
54,High,NA,14.725,TRUE,1000,14.725,15,0.630692296427325,14,14,15,16,2,flood_storm_mc,early,not_applicable,NA,baseline,0.05,0.02,0.15,57 Crab St,380725,261177.35,119547.65,1.3,40.7384375,-124.2176553,19036.25,245554.81377097595,365102.46377097594,365102.46377097594,FALSE,380725,4.103364956076971,15622.53622902406,245554.81377097595,119547.65,0,break_even
55,High,NA,4.426,TRUE,1000,4.426,5,0.6347652534023321,3,4,5,5,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,31 Crab St,333532,228802.952,104729.048,1.3,40.7383085,-124.2173666,16676.600000000002,71370.4986323708,176099.5466323708,176099.5466323708,FALSE,333532,47.20160385439155,157432.4533676292,71370.4986323708,104729.048,0,break_even
56,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,25 Crab St,277312,190236.032,87075.968,1.3,40.7383127,-124.2172382,13865.6,13865.6,100941.568,100941.568,FALSE,277312,63.6,176370.432,13865.6,87075.968,0,break_even
57,High,NA,5.625,TRUE,1000,5.625,6,0.5802686547726938,5,5,6,6,1,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,1723 Buhne Dr,316822,217339.892,99482.10800000001,1.3,40.739155,-124.2192062,15841.1,85160.33680145696,184642.44480145696,184642.44480145696,FALSE,316822,41.72044719070741,132179.55519854304,85160.33680145696,99482.10800000001,0,break_even
58,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,130 Perch St,305500,209573,95927,1.24,40.7384699,-124.2187065,15275,15275,111202,111202,FALSE,305500,63.6,194298,15275,95927,0,break_even
59,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,98 Perch St,360648,247404.528,113243.472,0.22,40.738338,-124.2183033,18032.4,18032.4,131275.872,131275.872,FALSE,360648,63.6,229372.128,18032.4,113243.472,1.4551915228366852e-11,near_break_even
60,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,32 Perch St,312581,214430.566,98150.434,0.22,40.7379142,-124.2174716,15629.050000000001,15629.050000000001,113779.484,113779.484,FALSE,312581,63.6,198801.516,15629.050000000001,98150.434,0,break_even
61,High,NA,2.732,TRUE,1000,2.732,3,0.6500758406513801,2,2,3,4,2,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,10 Perch St,201455,138198.13,63256.87,1.23,40.737652,-124.2172012,10072.75,27053.712344458458,90310.58234445847,90310.58234445847,FALSE,201455,55.1708409597883,111144.41765554153,27053.712344458458,63256.87,7.275957614183426e-12,near_break_even
62,High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,baseline,0.05,0.02,0.15,25 Halibut Ave,292645,200754.47,91890.53,1.3,40.7367277,-124.2193352,14632.25,14632.25,106522.78,106522.78,FALSE,292645,63.6,186122.22,14632.25,91890.53,0,break_even
